,date,range_high,range_high_time,range_low_time,range_low,range_open,range_close,range_true,orb_high,orb_low,orb_open,orb_close,orb_true,range_conf_direction,range_conf_time,orb_conf_direction,orb_conf_time,box_color,orb_range_direction,max_ret,max_ret_pct,max_ret_time,max_ext,max_ext_pct,max_ext_time,orb_open_touch_time
0,2008-01-02,1480.5,09:45:00,11:20:00,1459.0,1476.0,1461.0,True,1480.25,1475.75,1476.0,1479.75,True,Short,11:40:00,Short,10:00:00,Red,Short,1471.25,-1.0,10:05:00,1459.0,3.7222222222222223,11:20:00,
1,2008-01-03,1463.75,10:05:00,09:50:00,1454.5,1458.75,1459.75,False,1460.75,1456.75,1458.75,1456.75,False,Long,12:25:00,Short,09:45:00,Green,Long,1463.75,1.75,10:05:00,1454.5,0.5625,09:50:00,10:00:00
2,2008-01-04,1443.75,09:30:00,11:05:00,1426.25,1442.75,1433.0,True,1443.75,1436.0,1442.75,1439.75,True,Short,13:35:00,Short,10:15:00,Red,Long,1436.5,0.06451612903225806,10:20:00,1426.25,1.2580645161290323,11:05:00,
3,2008-01-07,1429.5,09:45:00,10:30:00,1410.0,1427.0,1421.25,True,1428.0,1422.25,1427.0,1426.25,False,Long,12:50:00,Long,09:45:00,Red,Long,1410.0,3.130434782608696,10:30:00,1429.0,0.17391304347826086,09:50:00,09:50:00
4,2008-01-08,1437.75,10:05:00,11:15:00,1424.25,1429.75,1425.25,True,1433.0,1427.25,1429.75,1432.25,False,Short,11:30:00,Long,09:45:00,Red,Short,1424.25,1.5217391304347827,11:15:00,1437.75,0.8260869565217391,10:05:00,10:00:00
5,2008-01-09,1407.0,10:00:00,09:35:00,1395.0,1398.25,1400.0,False,1404.0,1395.0,1398.25,1402.0,True,Short,11:45:00,Long,10:00:00,Green,Short,1397.75,0.6944444444444444,10:25:00,1406.75,0.3055555555555556,10:10:00,10:20:00
6,2008-01-10,1415.75,10:35:00,09:40:00,1401.5,1405.25,1409.0,True,1405.75,1401.5,1405.25,1404.0,True,Long,12:15:00,Long,09:45:00,Green,Long,1405.0,0.17647058823529413,09:50:00,1415.75,2.3529411764705883,10:35:00,09:50:00
7,2008-01-11,1421.0,10:50:00,10:05:00,1409.25,1414.75,1418.0,False,1416.0,1411.0,1414.75,1415.75,False,Long,11:30:00,Long,09:45:00,Green,Short,1409.25,1.35,10:05:00,1421.0,1.0,10:50:00,09:50:00
8,2008-01-14,1420.5,11:00:00,10:00:00,1411.0,1418.75,1417.25,True,1419.75,1412.25,1418.75,1413.0,True,Long,14:35:00,Long,14:35:00,Red,Long,,,,,,,
9,2008-01-15,1407.75,09:50:00,10:50:00,1390.25,1404.0,1393.5,True,1407.25,1403.0,1404.0,1406.0,True,Short,13:50:00,Short,10:05:00,Red,Short,1402.75,-0.058823529411764705,10:10:00,1390.25,3.0,10:50:00,
10,2008-01-16,1390.25,09:40:00,10:50:00,1368.5,1379.25,1379.75,True,1390.25,1379.0,1379.25,1388.25,True,Long,14:25:00,Short,10:10:00,Green,Short,1381.0,0.17777777777777778,10:25:00,1368.5,0.9333333333333333,10:50:00,10:15:00
11,2008-01-17,1382.5,09:45:00,10:30:00,1358.5,1381.5,1362.75,True,1382.0,1376.25,1381.5,1380.0,True,Short,11:40:00,Short,10:00:00,Red,Long,1378.0,0.30434782608695654,10:05:00,1358.5,3.0869565217391304,10:30:00,
12,2008-01-18,1355.25,10:10:00,11:20:00,1326.25,1346.75,1332.0,True,1351.0,1344.0,1346.75,1348.25,False,Short,11:45:00,Short,09:50:00,Red,Short,1355.25,1.6071428571428572,10:10:00,1326.25,2.5357142857142856,11:20:00,10:00:00
13,2008-01-21,1283.5,09:55:00,11:25:00,1263.75,1279.5,1265.5,True,1281.0,1277.75,1279.5,1279.0,False,,,Long,09:50:00,Red,Long,1263.75,5.3076923076923075,11:25:00,1283.5,0.7692307692307693,09:55:00,10:00:00
14,2008-01-22,1324.0,11:10:00,09:30:00,1262.0,1266.5,1310.5,True,1285.0,1262.0,1266.5,1282.75,True,,,Long,09:45:00,Green,Short,1284.0,0.043478260869565216,09:55:00,1324.0,1.6956521739130435,11:10:00,
15,2008-01-23,1311.0,10:20:00,09:30:00,1272.0,1274.0,1294.75,True,1284.0,1272.0,1274.0,1281.25,True,Long,15:00:00,Long,09:45:00,Green,Short,1282.75,0.10416666666666667,09:50:00,1311.0,2.25,10:20:00,
16,2008-01-24,1355.0,10:00:00,10:20:00,1335.25,1344.75,1349.25,True,1349.75,1341.25,1344.75,1349.75,False,Long,14:35:00,Long,09:50:00,Green,Short,1335.25,1.7058823529411764,10:20:00,1355.0,0.6176470588235294,10:00:00,10:10:00
17,2008-01-25,1370.75,09:35:00,11:25:00,1346.75,1367.75,1349.0,True,1370.75,1363.75,1367.75,1364.5,True,Short,12:45:00,Short,10:05:00,Red,Long,1363.75,0.0,10:15:00,1346.75,2.4285714285714284,11:25:00,
18,2008-01-28,1344.0,11:10:00,10:05:00,1322.75,1335.0,1341.25,True,1335.75,1325.25,1335.0,1330.5,False,Long,11:30:00,Short,10:05:00,Green,Long,1344.0,1.7857142857142858,11:10:00,1323.25,0.19047619047619047,10:10:00,10:20:00
19,2008-01-29,1365.25,09:30:00,10:00:00,1351.0,1363.5,1361.75,True,1365.25,1360.5,1363.5,1361.0,True,Long,15:05:00,Short,09:45:00,Red,Long,1364.5,0.8421052631578947,11:15:00,1351.0,2.0,10:00:00,11:05:00
20,2008-01-30,1363.75,10:55:00,09:35:00,1354.0,1357.5,1357.75,False,1359.75,1354.0,1357.5,1356.0,True,Long,14:10:00,Long,10:00:00,Green,Long,1357.5,0.391304347826087,11:25:00,1363.75,0.6956521739130435,10:55:00,11:25:00
