,date,range_high,range_high_time,range_low_time,range_low,range_open,range_close,range_true,orb_high,orb_low,orb_open,orb_close,orb_true,range_conf_direction,range_conf_time,orb_conf_direction,orb_conf_time,box_color,orb_range_direction,max_ret,max_ret_pct,max_ret_time,max_ext,max_ext_pct,max_ext_time,orb_open_touch_time
0,2008-01-02,13342.0,09:40:00,11:20:00,13164.0,13323.0,13182.0,True,13342.0,13314.0,13323.0,13339.0,True,Short,11:40:00,Short,10:00:00,Red,Short,13258.0,-2.0,10:05:00,13164.0,5.357142857142857,11:20:00,
1,2008-01-03,13174.0,10:05:00,09:50:00,13108.0,13138.0,13155.0,False,13150.0,13120.0,13138.0,13120.0,False,Long,12:05:00,Short,09:45:00,Green,Long,13174.0,1.8,10:05:00,13108.0,0.4,09:50:00,10:00:00
2,2008-01-04,13038.0,09:30:00,11:05:00,12896.0,13022.0,12948.0,True,13038.0,12972.0,13022.0,12996.0,True,Short,14:20:00,Short,10:15:00,Red,Long,12964.0,-0.12121212121212122,10:20:00,12896.0,1.1515151515151516,11:05:00,
3,2008-01-07,12934.0,09:45:00,10:30:00,12782.0,12910.0,12863.0,True,12920.0,12878.0,12910.0,12899.0,False,,,Long,09:45:00,Red,Long,12782.0,3.2857142857142856,10:30:00,12929.0,0.21428571428571427,09:50:00,09:50:00
4,2008-01-08,12958.0,10:25:00,11:15:00,12856.0,12918.0,12869.0,True,12941.0,12902.0,12918.0,12937.0,False,Short,11:30:00,Long,10:00:00,Red,Short,12856.0,2.1794871794871793,11:15:00,12958.0,0.4358974358974359,10:25:00,10:30:00
5,2008-01-09,12738.0,10:10:00,09:35:00,12643.0,12668.0,12682.0,False,12714.0,12643.0,12668.0,12704.0,True,Short,11:40:00,Long,09:45:00,Green,Short,12664.0,0.704225352112676,10:25:00,12738.0,0.3380281690140845,10:10:00,10:25:00
6,2008-01-10,12799.0,10:40:00,09:40:00,12677.0,12702.0,12765.0,True,12715.0,12677.0,12702.0,12702.0,True,Long,12:15:00,Long,09:45:00,Green,Neutral,12720.0,-0.13157894736842105,09:50:00,12799.0,2.210526315789474,10:40:00,
7,2008-01-11,12805.0,09:30:00,10:30:00,12710.0,12799.0,12756.0,True,12805.0,12755.0,12799.0,12775.0,True,Short,12:20:00,Short,09:55:00,Red,Long,12776.0,0.42,10:50:00,12710.0,0.9,10:30:00,
8,2008-01-14,12795.0,11:00:00,09:50:00,12712.0,12773.0,12763.0,True,12787.0,12722.0,12773.0,12724.0,True,Long,13:55:00,Short,09:50:00,Red,Long,12795.0,1.123076923076923,11:00:00,12715.0,0.1076923076923077,10:00:00,10:55:00
9,2008-01-15,12728.0,09:35:00,10:50:00,12585.0,12684.0,12603.0,True,12728.0,12679.0,12684.0,12711.0,True,Short,13:50:00,Short,10:05:00,Red,Short,12677.0,-0.04081632653061224,10:10:00,12585.0,1.9183673469387754,10:50:00,
10,2008-01-16,12576.0,09:45:00,10:50:00,12423.0,12496.0,12510.0,True,12574.0,12481.0,12496.0,12564.0,True,Long,12:30:00,Short,10:10:00,Green,Short,12512.0,0.3333333333333333,11:25:00,12423.0,0.6236559139784946,10:50:00,10:25:00
11,2008-01-17,12549.0,09:50:00,10:40:00,12373.0,12534.0,12393.0,True,12545.0,12500.0,12534.0,12532.0,True,Short,11:40:00,Short,10:00:00,Red,Long,12529.0,0.6444444444444445,10:05:00,12373.0,2.8222222222222224,10:40:00,
12,2008-01-18,12368.0,10:10:00,11:20:00,12155.0,12273.0,12198.0,True,12343.0,12268.0,12273.0,12316.0,False,Short,11:40:00,Long,10:10:00,Red,Short,12155.0,2.506666666666667,11:20:00,12366.0,0.30666666666666664,10:15:00,10:40:00
13,2008-01-21,11797.0,09:55:00,11:25:00,11576.0,11767.0,11586.0,True,11777.0,11760.0,11767.0,11765.0,False,,,Long,09:45:00,Red,Long,11576.0,11.823529411764707,11:25:00,11797.0,1.1764705882352942,09:55:00,10:00:00
14,2008-01-22,12080.0,11:10:00,09:30:00,11614.0,11660.0,11968.0,True,11760.0,11614.0,11660.0,11744.0,True,,,Long,09:45:00,Green,Short,11753.0,0.04794520547945205,09:55:00,12080.0,2.191780821917808,11:10:00,
15,2008-01-23,11960.0,10:20:00,09:30:00,11716.0,11736.0,11860.0,False,11778.0,11716.0,11736.0,11752.0,True,Short,12:40:00,Long,09:50:00,Green,Short,11766.0,0.1935483870967742,09:55:00,11960.0,2.935483870967742,10:20:00,
16,2008-01-24,12403.0,10:00:00,10:20:00,12241.0,12292.0,12342.0,False,12332.0,12265.0,12292.0,12330.0,False,,,Long,09:50:00,Green,Short,12241.0,1.3582089552238805,10:20:00,12403.0,1.0597014925373134,10:00:00,10:10:00
17,2008-01-25,12490.0,09:30:00,11:25:00,12325.0,12481.0,12339.0,True,12490.0,12443.0,12481.0,12451.0,True,Short,12:55:00,Short,10:05:00,Red,Long,12448.0,0.10638297872340426,10:10:00,12325.0,2.5106382978723403,11:25:00,
